sim_run,groups,categories_per_group,dependency_level,method,SRMSE 1,AMAE,AKLD,MACD_S,MACD_C,time_taken (s)
1,8,2,0.8,Reference,0.18229687500000002,1.4583750000000002,0.3723032179449264,0.0,0.0,
1,8,2,0.8,IPF,,,,,,
1,8,2,0.8,N-BIPF,0.015906250000000004,0.12725000000000003,0.003979407288434846,0.008923985466964086,0.017692756736934222,0.1500768195837736
1,8,2,0.8,S-BIPF,0.024140625,0.193125,0.008269888186079126,0.014984901564653142,0.027667617788650276,0.4506991486996412
1,8,2,0.8,N-BIPF-RP,0.013078124999999996,0.10462499999999997,0.002519345149469246,0.008130316913700631,0.01570237814882346,0.15235916897654533
1,8,2,0.8,S-BIPF-RP,0.035109375000000026,0.2808750000000002,0.020190275967093024,0.015432518224736824,0.02589263208175326,0.9146929178386927
1,8,2,0.5,Reference,0.15664062500000003,1.2531249999999998,0.3117587368160786,0.0,0.0,
1,8,2,0.5,IPF,,,,,,
1,8,2,0.5,N-BIPF,0.016796874999999996,0.13437499999999997,0.0037307705624580307,0.007676713561615777,0.016376190051180455,0.30715749599039555
1,8,2,0.5,S-BIPF,0.02007812499999999,0.1606249999999999,0.007056764805208395,0.015537472067879596,0.03122934516509627,0.9285061601549387
1,8,2,0.5,N-BIPF-RP,0.015328124999999991,0.12262499999999993,0.00404776413644475,0.008104997140525193,0.016642296933792242,0.30759067833423615
1,8,2,0.5,S-BIPF-RP,0.025921875,0.207375,0.010145431351848562,0.013685489716576384,0.026904915868907434,0.9461853597313166
1,8,2,0.2,Reference,0.15143749999999995,1.2115,0.2726726877785458,0.0,0.0,
1,8,2,0.2,IPF,,,,,,
1,8,2,0.2,N-BIPF,0.013250000000000001,0.10600000000000001,0.0027773944676439265,0.007657551385191876,0.014011275113817452,0.14596904627978802
1,8,2,0.2,S-BIPF,0.020484375000000003,0.16387500000000002,0.00524850511243489,0.014857100007247688,0.02628345791765953,0.44683429040014744
1,8,2,0.2,N-BIPF-RP,0.018500000000000016,0.14800000000000013,0.004684594409935514,0.007968616834628928,0.014444717287115934,0.2817110288888216
1,8,2,0.2,S-BIPF-RP,0.024406249999999994,0.19524999999999995,0.00708194188044557,0.016090763147245078,0.03093254366225936,0.9106713458895683
1,8,4,0.8,Reference,0.23796140014248215,0.8491875000000001,0.5836154055528127,0.0,0.0,
1,8,4,0.8,IPF,,,,,,
1,8,4,0.8,N-BIPF,0.043546952055412834,0.1514375,0.0169566686761849,0.011570076021210724,0.04507141030729707,0.1906781680881977
1,8,4,0.8,S-BIPF,0.05028508729079961,0.17075000000000004,0.027252195847055898,0.01510203295038935,0.06403147685572487,0.540475882589817
1,8,4,0.8,N-BIPF-RP,0.05081980251024883,0.17531250000000004,0.02276661890816148,0.012497833557937729,0.04754605795752923,0.19155869632959366
1,8,4,0.8,S-BIPF-RP,0.06499111901131908,0.22062500000000002,0.043104001338091835,0.019873669475995007,0.07947307070198081,0.5319221615791321
1,8,4,0.5,Reference,0.2619054196864625,0.9266875000000001,0.6260752802707872,0.0,0.0,
1,8,4,0.5,IPF,,,,,,
1,8,4,0.5,N-BIPF,0.04853453260183257,0.16268749999999996,0.021256661222996433,0.016636691093995057,0.0501304451019888,0.18102573417127132
1,8,4,0.5,S-BIPF,0.059422602390711364,0.20787499999999995,0.036812892871323166,0.024729463365238635,0.07893048062610776,0.6608482748270035
1,8,4,0.5,N-BIPF-RP,0.05400077871693251,0.186375,0.025278207404189693,0.016003345621249658,0.049243984854679734,0.18112769350409508
1,8,4,0.5,S-BIPF-RP,0.0710968602513138,0.2485,0.05157388928072445,0.024713049530140307,0.08208816277547036,0.5330572966486216
1,8,4,0.2,Reference,0.23368550895238868,0.81325,0.5465869203643752,0.0,0.0,
1,8,4,0.2,IPF,,,,,,
1,8,4,0.2,N-BIPF,0.0425407574020275,0.1464375,0.018385335221834317,0.011453347105152096,0.04965841399535421,0.1773217599838972
1,8,4,0.2,S-BIPF,0.06782279544730871,0.22743750000000001,0.045242793919470704,0.02316690959448384,0.08297448247246635,0.527891056612134
1,8,4,0.2,N-BIPF-RP,0.04719921692314212,0.16343749999999996,0.02149932313041692,0.010843465206956508,0.0483362444966782,0.17840269766747952
1,8,4,0.2,S-BIPF-RP,0.05933315799299899,0.20343750000000002,0.042968636294875975,0.017344347597121616,0.07772220096879548,0.5380504485219717
1,8,6,0.8,Reference,0.2892138106141839,0.6659166666666666,0.760683606548176,0.0,0.0,
1,8,6,0.8,IPF,,,,,,
1,8,6,0.8,N-BIPF,0.08479744970001483,0.195375,0.062273749556399936,0.018195195254709043,0.07506776719972956,0.20814364776015282
1,8,6,0.8,S-BIPF,0.11584664895363385,0.26483333333333337,0.12576529541343312,0.024145604098295546,0.11515241013184406,0.5618153717368841
1,8,6,0.8,N-BIPF-RP,0.08343643187098804,0.19570833333333335,0.06161465469620418,0.017921651024811306,0.07754345878479721,0.20332966558635235
1,8,6,0.8,S-BIPF-RP,0.11607147921056814,0.25529166666666664,0.1391886341683918,0.02896486208760698,0.12944942643194499,0.5378754995763302
1,8,6,0.5,Reference,0.241297735698189,0.5375416666666666,0.5120183645386789,0.0,0.0,
1,8,6,0.5,IPF,,,,,,
1,8,6,0.5,N-BIPF,0.06758761763334788,0.14775,0.04049776987648271,0.013190715710471061,0.06392966552900374,0.15871673449873924
1,8,6,0.5,S-BIPF,0.07479660362612552,0.16799999999999998,0.053382168003477906,0.01650722059429982,0.09332366411060503,0.6717901062220335
