groups,categories_per_group,dependency_level,method,SRMSE 1,AMAE,AKLD,MACD_S,MACD_C,time_taken (s),SRMSE 1_std,AMAE_std,AKLD_std,MACD_S_std,MACD_C_std,time_taken (s)_std
5,2,0.8,Reference,0.213111,1.065555,0.35475203512781617,0.0,0.0,,0.057951576848121,0.28975788424060495,0.1619755424972957,0.0,0.0,
5,2,0.8,IPF,0.008936,0.04468,0.000643671795079124,0.007954548052729207,0.01608798481253451,0.1564708525314927,0.0025398465324037306,0.012699232662018653,0.0003377857020485729,0.0019385835070403288,0.003706084951484532,0.0446858185191847
5,2,0.8,N-BIPF,0.017178,0.08588999999999998,0.002386960644982585,0.007842886550381036,0.0159434594824839,0.17315330542623997,0.006131431733456779,0.03065715866728389,0.0015428850143891584,0.001747863799234479,0.003590524437909331,0.04850245690892402
5,2,0.8,S-BIPF,0.021058,0.10529,0.0040916063298544894,0.012624131906213379,0.024508617955927882,0.45133429002016784,0.008232531661100394,0.04116265830550197,0.0031610051688575154,0.00229729913671794,0.004757296087919356,0.10024310982554091
5,2,0.8,N-BIPF-RP,0.0179555,0.08977749999999998,0.002562256964387751,0.007855828671306889,0.01586099584047849,0.17293294809758664,0.006692257348486184,0.03346128674243092,0.0018750035249586864,0.0016847798144133063,0.0032541649827495726,0.04649112543106091
5,2,0.8,S-BIPF-RP,0.0392765,0.1963825,0.01901864629989678,0.012685476833209131,0.02491133003767671,0.42811479963362215,0.011953227736319868,0.05976613868159934,0.01135230619878077,0.0022028269815526132,0.004731052133434276,0.09159023515794054
5,2,0.5,Reference,0.1958215,0.9791075,0.30292438666541066,0.0,0.0,,0.0358671695606988,0.17933584780349393,0.10796940910045662,0.0,0.0,
5,2,0.5,IPF,0.008808500000000002,0.044042500000000005,0.0006022025455767001,0.008449512798496591,0.016699593887488692,0.15229855999350547,0.002297462053605045,0.011487310268025226,0.0003103360421206827,0.002124246236128258,0.004120380840626305,0.03674682204322838
5,2,0.5,N-BIPF,0.0169285,0.0846425,0.0023483419067545793,0.0084939482011156,0.01689849358325378,0.15405134595930575,0.005529242784080487,0.027646213920402434,0.0014068890457668087,0.0017633762723873816,0.003464172555768115,0.03638418292712185
5,2,0.5,S-BIPF,0.018906000000000003,0.09453000000000002,0.0032797372952866454,0.013005563624930867,0.024889356466739013,0.4428979230672121,0.005461401106018154,0.027307005530090772,0.002049367454968259,0.0016062142355862787,0.00339019686479547,0.12250690984034202
5,2,0.5,N-BIPF-RP,0.017265000000000003,0.08632500000000003,0.002361788854358456,0.008373148214115136,0.01657812652486078,0.164542412571609,0.004487903242072416,0.022439516210362075,0.0011854651514808753,0.001928287146324677,0.003643769992526483,0.05072831964406767
5,2,0.5,S-BIPF-RP,0.032467,0.162335,0.012088331131696484,0.012974245386047268,0.02484437673884489,0.4396731236204505,0.008152798505383764,0.04076399252691881,0.006674411144556768,0.0022014266523756325,0.004303250791614116,0.0997792248422163
5,2,0.2,Reference,0.18562449999999997,0.9281225000000001,0.27027986641353585,0.0,0.0,,0.04366502432421966,0.21832512162109827,0.11075820899611648,0.0,0.0,
5,2,0.2,IPF,0.009023499999999999,0.04511749999999999,0.0006470607243862586,0.008261745952365071,0.016850293755373783,0.15238023668527603,0.0025833276771937193,0.012916638385968597,0.0003862511405780439,0.0019483154507944308,0.003877045302610391,0.05351100246515974
5,2,0.2,N-BIPF,0.019408,0.09704000000000003,0.0031223473378539012,0.0080223346645293,0.016113257623400244,0.17014980770647525,0.007144025690129098,0.03572012845064548,0.002241552424761048,0.0015768819728798208,0.003283986941972162,0.04583683395135219
5,2,0.2,S-BIPF,0.020053000000000005,0.10026500000000002,0.0036988979519661535,0.01299104307416456,0.02518153343665097,0.4348311228305101,0.006106935334820038,0.030534676674100193,0.0023110794860138235,0.0020056961692205533,0.004101713504978297,0.10786676617708828
5,2,0.2,N-BIPF-RP,0.018339,0.09169500000000001,0.002883793002555564,0.008012595204745995,0.016160992988312684,0.1700669139251113,0.007264033146332719,0.03632016573166359,0.002319286932153861,0.001807833893496111,0.0038316772035447504,0.04774156443491773
5,2,0.2,S-BIPF-RP,0.0239575,0.11978749999999999,0.005392850643802552,0.013236697448465848,0.02573486530282809,0.4327447320520878,0.006678033305287617,0.03339016652643809,0.002935824002756558,0.0020103490727158683,0.004452603485513898,0.10266755850798936
5,4,0.8,Reference,0.27507474991337955,0.59973125,0.45908306401428844,0.0,0.0,,0.03986339069587701,0.09032887778727614,0.12284053113381145,0.0,0.0,
5,4,0.8,IPF,0.0176366796624055,0.03829625,0.0018402495812012945,0.011508498822395368,0.04291917501931586,11.273457670472562,0.0028541676476470674,0.00657975513334622,0.0005648006408806632,0.0025834074449532815,0.0055195400857969154,2.794476959300835
5,4,0.8,N-BIPF,0.0428591340908426,0.09261,0.011011120964182275,0.01072536191496366,0.04031473082660683,0.17422707546502353,0.009782765696750996,0.021329452904950235,0.005146889971192285,0.002099869307918959,0.004734542367779937,0.04932805105864625
5,4,0.8,S-BIPF,0.04406476198413977,0.09537625,0.013267149139348892,0.015507176590640272,0.05572571610922998,0.4301605303958058,0.00789434577980463,0.0167527958468497,0.005238069463297878,0.00312233334132886,0.00535909908767045,0.11284756100007041
5,4,0.8,N-BIPF-RP,0.04367580026545788,0.09438625,0.01131100744102812,0.010746249902422933,0.040507456079215416,0.17318335678428412,0.009424199144661987,0.020082342808193872,0.0048573935038514525,0.0021117379428311506,0.004454559315459901,0.04529859914550491
5,4,0.8,S-BIPF-RP,0.05645884885493983,0.1221525,0.023642078911137693,0.015852080826227168,0.05678006651275621,0.4386269344761968,0.009323775770657244,0.02081417249822136,0.008377614940804717,0.0029069561160945784,0.005269904948471831,0.11368919539337183
5,4,0.5,Reference,0.27128994096266745,0.59359125,0.43549219177866144,0.0,0.0,,0.029434706765697358,0.06777985990308728,0.09079979907683497,0.0,0.0,
5,4,0.5,IPF,0.01800503797532902,0.039145,0.001909913246579651,0.012039954648983687,0.04452895281137618,5.507629549205303,0.0025197927812112154,0.005563459272937358,0.0005410987960397295,0.00235178407915489,0.004807800384562437,1.0802645133239908
5,4,0.5,N-BIPF,0.04327368517848132,0.09305125,0.011273036690271807,0.011532730294089171,0.04194004665817179,0.17000067338347435,0.006883798276707294,0.014446906942900847,0.003449325991378115,0.0020876527658525287,0.004113579894795981,0.04516134022354754
5,4,0.5,S-BIPF,0.04736500936692246,0.1023175,0.01527948328834157,0.01570889815984742,0.057469632525059856,0.43041978411376475,0.010818125540101656,0.022576142562674515,0.0083845733865446,0.0025994634064903507,0.0057687307545740765,0.10402335193149813
5,4,0.5,N-BIPF-RP,0.043198917954926294,0.09266875000000001,0.011266501152713375,0.011572330369669466,0.041910206269838414,0.16288437377661466,0.008176278611340028,0.01750927346312898,0.003956874795300482,0.0019062489599473576,0.004002458714500569,0.03915389333684331
