groups,categories_per_group,dependency_level,method,SRMSE 1,AMAE,AKLD,MACD_S,MACD_C,time_taken (s),SRMSE 1_std,AMAE_std,AKLD_std,MACD_S_std,MACD_C_std,time_taken (s)_std
3,2,0.8,Reference,0.19478749999999997,0.5843625,0.17981696804281408,0.0,0.0,,0.06831785655681932,0.20495356967045797,0.10868723500902958,0.0,0.0,
3,2,0.8,IPF,0.00974166666666667,0.029225000000000008,0.0004597378122163412,0.006101243825877706,0.012321407468326474,0.07081903297454119,0.003749811030764073,0.011249433092292219,0.0003105220330067438,0.0015314196160859665,0.004280840803481134,0.02384966567615258
3,2,0.8,N-BIPF,0.01130416666666667,0.03391250000000002,0.0006142195485001338,0.006245860911044062,0.012909348782886665,0.08465990133583545,0.004976569605630217,0.014929708816890656,0.0005273267178325014,0.0015978719810077458,0.004023993846040971,0.024921611019909185
3,2,0.8,S-BIPF,0.013183333333333332,0.039549999999999995,0.0009328502922642261,0.009186899956658254,0.018034724387600978,0.20428001455962658,0.004711286022562689,0.014133858067688071,0.000694206960511499,0.0021649471818013383,0.005080752432024623,0.0550576549795998
3,2,0.8,N-BIPF-RP,0.011733333333333328,0.03519999999999999,0.0006946072147488113,0.005989373876739614,0.012663602014222399,0.08505575813353061,0.005395727450173262,0.016187182350519785,0.0006300013110896296,0.00174982641645245,0.004451057290253553,0.031406467208982214
3,2,0.8,S-BIPF-RP,0.041210833333333335,0.1236325,0.012248806819195664,0.008321176497451682,0.01631547997485973,0.20023973133414985,0.013647672241987513,0.040943016725962546,0.007567882393713621,0.0020533346174165497,0.003978077469759537,0.05889713609467351
3,2,0.5,Reference,0.19205583333333334,0.5761674999999999,0.17773379732595684,0.0,0.0,,0.06292004012332887,0.18876012036998666,0.10322450211377215,0.0,0.0,
3,2,0.5,IPF,0.009268333333333335,0.027805000000000003,0.0003995351530249629,0.006370733729940455,0.012778578346483544,0.06873942594975233,0.0032949658399779045,0.009884897519933713,0.0002563521020458981,0.0018285720679565131,0.004207737502823052,0.018396489632125885
3,2,0.5,N-BIPF,0.011925000000000002,0.03577500000000001,0.0007884766385326045,0.006499006701487917,0.012933538397538708,0.08535916745662689,0.006719486756261503,0.020158460268784515,0.0008967838123298007,0.0018950300845289004,0.004618079112071669,0.027207796359486638
3,2,0.5,S-BIPF,0.01536,0.04608,0.00115298345487578,0.010111869884417384,0.019523530025492362,0.2115330809354782,0.005636623541031518,0.01690987062309456,0.0007905864828376506,0.0025588942938159966,0.005448915198151862,0.06822957048545684
3,2,0.5,N-BIPF-RP,0.014055000000000005,0.042165000000000015,0.0009912746280619576,0.006344301241457865,0.013007860210383583,0.08702022269368172,0.0060212588708693365,0.01806377661260801,0.0008474503802307733,0.00204540030591641,0.004576095203969886,0.03902778528892622
3,2,0.5,S-BIPF-RP,0.034214166666666664,0.10264250000000001,0.00811887804402445,0.009086897355019235,0.01766811776790314,0.2094138104096055,0.013241456434587184,0.039724369303761546,0.006294014824514661,0.0023602170927277304,0.005550250916098511,0.06556630438904955
3,2,0.2,Reference,0.19851499999999997,0.595545,0.17294688646057518,0.0,0.0,,0.05697888537594261,0.1709366561278279,0.08295107396937827,0.0,0.0,
3,2,0.2,IPF,0.00889166666666667,0.026675000000000008,0.0003832557701734104,0.006938197641215905,0.014823678155428687,0.06919105194509029,0.002821428571428569,0.008464285714285709,0.00022134141972949027,0.0019503132899621636,0.004126497997314099,0.031924511899921404
3,2,0.2,N-BIPF,0.012557499999999997,0.03767249999999999,0.000768792880210594,0.006768096458912319,0.014595516735444968,0.08599599692970514,0.0051246431903887914,0.01537392957116637,0.0006394475672466648,0.002251193414718639,0.005062852682302185,0.031848027436073435
3,2,0.2,S-BIPF,0.014405000000000001,0.043215,0.0010792532266491331,0.009400060323871294,0.019233421711921193,0.20641235012561082,0.0042453793075357335,0.012736137922607197,0.0006857011780835424,0.0022994197357451285,0.005400461831232841,0.05908922323862162
3,2,0.2,N-BIPF-RP,0.013883333333333334,0.04165,0.0009727168840073301,0.00665901411724944,0.014101948450342086,0.08268465992063284,0.006577324391051783,0.01973197317315535,0.0010139242854135234,0.0021483359057347527,0.004742055786192962,0.02462197147667526
3,2,0.2,S-BIPF-RP,0.021365000000000002,0.06409500000000001,0.0027530695428042732,0.009644315009347499,0.019429435543615124,0.20562573790550231,0.009322073048328215,0.027966219144984643,0.002516805801834173,0.002116786371525082,0.004204248685478103,0.05919959103486194
3,4,0.8,Reference,0.294800325123372,0.38916249999999997,0.30484141187673836,0.0,0.0,,0.05933542170835082,0.07984213637592263,0.12052031776140795,0.0,0.0,
3,4,0.8,IPF,0.01768971927619703,0.02278,0.001115125633326686,0.010396967473092987,0.03330379279837474,0.1401468174159527,0.003586748867288603,0.00463695091364037,0.00043013487486730776,0.0036155458461368524,0.005462900592759314,0.041686274909137976
3,4,0.8,N-BIPF,0.0316497103578635,0.04113125,0.0036147241790214523,0.010211201729731008,0.03261123929705185,0.09046040248125792,0.008856455907296857,0.011157079765346576,0.0022545990485443733,0.0032375698921000232,0.005427637189228505,0.02784246288511843
3,4,0.8,S-BIPF,0.03161055916589548,0.041030000000000004,0.004041797137468014,0.012689523044289174,0.0395281721728625,0.2137429904192686,0.00848089750435653,0.011439191772951768,0.00218704678608063,0.004207935516355843,0.005801564550650465,0.06303763086156379
3,4,0.8,N-BIPF-RP,0.03128909614382054,0.040638749999999994,0.0036244111672595414,0.010267188364080283,0.032775124131784426,0.08984996762126685,0.008448470333062506,0.010976503270320983,0.0022465879347608165,0.0031604860207295913,0.004928101412332595,0.028949049825350726
3,4,0.8,S-BIPF-RP,0.053111426359718994,0.06942625000000001,0.01318539829268482,0.012683245015912403,0.03825841202692414,0.20598313942551613,0.010382750346089703,0.013733226608265784,0.005774823822253723,0.0038461303785013753,0.005315146204246944,0.06528756953105141
3,4,0.5,Reference,0.2708716063207784,0.35616625,0.2599903859278423,0.0,0.0,,0.043326105654528074,0.05868455241071033,0.0799452339683762,0.0,0.0,
3,4,0.5,IPF,0.017377638684869415,0.02261374999999999,0.0010981365841883034,0.010088263302951308,0.03406980734798845,0.1459951378777623,0.004094217338271264,0.005428596246418832,0.00047685983985936304,0.0027275365598656578,0.005772812672225503,0.04448248230822533
3,4,0.5,N-BIPF,0.03139460216090704,0.040291249999999994,0.003564259113658951,0.009696669022995234,0.0329307356156786,0.08098454091697932,0.008137451651110475,0.010565685351719051,0.001821566864270084,0.0028023510372416397,0.004851309164337877,0.026696309014802088
3,4,0.5,S-BIPF,0.03206006515787708,0.041272500000000004,0.004094031819414515,0.012160721581955004,0.04067236448219739,0.1991031350195408,0.0072912111433733676,0.009610874209000161,0.0018836792734135764,0.0030591208086727132,0.0059430380947235436,0.0558128464553745
3,4,0.5,N-BIPF-RP,0.03168675439834167,0.04111,0.0036499016020849983,0.009826666349802523,0.03346394951238486,0.08475975904613733,0.00686839504990281,0.00894974774470642,0.00154403948962159,0.0027598930352855855,0.004698317464655951,0.026542808223230845
3,4,0.5,S-BIPF-RP,0.04425563811921517,0.05736625,0.008914730386207714,0.012065632603984163,0.04059193094870925,0.201981621645391,0.00846482483989963,0.010912394729721102,0.0035288696755912574,0.003232473281698788,0.005539381373213824,0.059295588460303625
3,4,0.2,Reference,0.2565073181818099,0.3367525,0.2375047452260413,0.0,0.0,,0.043337743498746445,0.05813020050248566,0.07233390276239147,0.0,0.0,
3,4,0.2,IPF,0.016588163603911982,0.021632500000000006,0.0010027410976986195,0.0087570766902141,0.03255496844257803,0.16478528510779142,0.002959639720934323,0.004051675925604422,0.00035152787787261404,0.0024331754228486316,0.004421402527704946,0.07824936593847168
3,4,0.2,N-BIPF,0.030783635634988094,0.039793749999999996,0.0033648228666003656,0.008497217994523706,0.03205785432718172,0.0833353827148676,0.006555118253286195,0.008591672986481313,0.0014105136914634993,0.00216928156436556,0.0040362796696316715,0.029189034884970495
3,4,0.2,S-BIPF,0.030025969631924176,0.03899125,0.0036664197240381872,0.01102403953117973,0.04016371984990738,0.2007291976734996,0.006063399464438811,0.007909424374840846,0.0016134270721675067,0.002628351525101235,0.005155926190174772,0.061867061677202476
3,4,0.2,N-BIPF-RP,0.031031263565797856,0.039994999999999996,0.0034489821009616537,0.008543045910954103,0.03233158959377662,0.07989192813634872,0.005959071242981775,0.007555258170334629,0.001313970485907661,0.0023653704219986993,0.004010617444246482,0.025665199662429056
3,4,0.2,S-BIPF-RP,0.03431606397257641,0.044182500000000006,0.004814204614376122,0.01059878567408028,0.03956424507981369,0.19655611127614975,0.007118436563766909,0.009456784763397364,0.0022824467575501004,0.0024254515089195622,0.0041830789401231415,0.05947999423064034
3,6,0.8,Reference,0.31706636961421664,0.27228833333333335,0.3426247130987393,0.0,0.0,,0.04729235926974876,0.04255577809024543,0.1031979535008549,0.0,0.0,
3,6,0.8,IPF,0.023804720035316057,0.019768333333333336,0.0018803936314866834,0.011081562774063705,0.048103257741993095,0.32794171970337627,0.003102235051592652,0.002602179990497936,0.0004638133524558538,0.0029054038444647195,0.005615948663737866,0.10608719894886
3,6,0.8,N-BIPF,0.0448031304260934,0.03749916666666667,0.006732783125625704,0.010795043356633347,0.04673401847260027,0.09475031938403845,0.009484379194273978,0.007496236253270878,0.0029380910087086556,0.0028975173479327495,0.004921054824249453,0.028266224171760848
3,6,0.8,S-BIPF,0.04498859643106406,0.03785416666666666,0.007549521367634076,0.012322031668858457,0.0568575696570401,0.22066730469465257,0.0061234129005849494,0.0055778939007909345,0.0025413685082905993,0.0044672434178649,0.006371624041904821,0.07875874623756295
3,6,0.8,N-BIPF-RP,0.04499187430977414,0.037643333333333334,0.006856152563414226,0.010311496927438355,0.046736813640406806,0.09554889794439077,0.009308773027095455,0.007588551131582629,0.002923670300859543,0.002871487827330568,0.00515872658949563,0.033242600452784495
3,6,0.8,S-BIPF-RP,0.05932643414110949,0.049394999999999994,0.014629069619353728,0.013398215678266705,0.056940024660255516,0.2108644589409232,0.010014001029213234,0.008295348121297548,0.005341909910615985,0.0038946069790088502,0.006396404898394117,0.07178613764398276
3,6,0.5,Reference,0.2811180081330008,0.24300249999999998,0.2694296011626856,0.0,0.0,,0.030183927019290326,0.029928215573991557,0.05259806362859981,0.0,0.0,
